FName=RENE
LName=BURGHGRAEVE
ID=BURGHRE#22094
Exam.Date=01_06_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 64 Left Marker Time=0.031000 Right Marker Time=0.850000 ES Time=0.472000
Num Frames:  Knots:
        55       25
-21.12,  112.75,-20.79,  109.91,-20.46,  107.05,-20.14,  104.14,-19.83,  101.16,-19.59,  98.13,-19.45,  95.03,-19.46,  91.90,-19.66,  88.75,-20.05,  85.63,-20.62,  82.54,-21.32,  79.52,-22.11,  76.57,-22.95,  73.66,-23.78,  70.77,-24.56,  67.88,-25.21,  64.96,-25.68,  62.03,-25.94,  59.09,-25.98,  56.17,-25.80,  53.29,-25.46,  50.44,-25.01,  47.64,-24.49,  44.85,-23.94,  42.08,
-21.27,  112.45,-20.94,  109.61,-20.61,  106.74,-20.27,  103.83,-19.96,  100.86,-19.70,  97.83,-19.55,  94.75,-19.55,  91.63,-19.73,  88.50,-20.11,  85.39,-20.65,  82.32,-21.33,  79.30,-22.10,  76.34,-22.92,  73.43,-23.73,  70.54,-24.48,  67.64,-25.12,  64.73,-25.58,  61.79,-25.83,  58.86,-25.85,  55.95,-25.68,  53.07,-25.34,  50.23,-24.89,  47.43,-24.38,  44.65,-23.84,  41.88,
-21.40,  112.18,-21.07,  109.34,-20.75,  106.48,-20.41,  103.57,-20.10,  100.61,-19.84,  97.58,-19.67,  94.50,-19.66,  91.39,-19.84,  88.26,-20.19,  85.15,-20.72,  82.08,-21.37,  79.07,-22.12,  76.11,-22.91,  73.19,-23.69,  70.29,-24.42,  67.39,-25.03,  64.47,-25.47,  61.54,-25.70,  58.61,-25.72,  55.71,-25.54,  52.84,-25.20,  50.02,-24.75,  47.22,-24.24,  44.45,-23.70,  41.70,
-21.47,  111.90,-21.16,  109.07,-20.83,  106.22,-20.51,  103.32,-20.19,  100.36,-19.92,  97.33,-19.76,  94.26,-19.74,  91.14,-19.90,  88.02,-20.24,  84.91,-20.74,  81.84,-21.37,  78.83,-22.08,  75.86,-22.85,  72.94,-23.60,  70.04,-24.30,  67.13,-24.88,  64.22,-25.28,  61.29,-25.49,  58.37,-25.48,  55.48,-25.29,  52.62,-24.95,  49.79,-24.51,  46.99,-24.01,  44.22,-23.49,  41.45,
-21.45,  111.60,-21.13,  108.77,-20.80,  105.91,-20.47,  103.01,-20.15,  100.06,-19.88,  97.04,-19.71,  93.97,-19.68,  90.87,-19.83,  87.75,-20.17,  84.65,-20.66,  81.59,-21.27,  78.58,-21.97,  75.62,-22.71,  72.70,-23.43,  69.80,-24.09,  66.91,-24.62,  64.00,-24.99,  61.09,-25.16,  58.18,-25.13,  55.29,-24.94,  52.43,-24.61,  49.60,-24.19,  46.79,-23.71,  44.00,-23.22,  41.21,
-21.36,  111.19,-21.00,  108.37,-20.63,  105.53,-20.26,  102.64,-19.91,  99.69,-19.61,  96.69,-19.44,  93.63,-19.42,  90.54,-19.58,  87.45,-19.93,  84.37,-20.43,  81.33,-21.06,  78.34,-21.76,  75.41,-22.48,  72.51,-23.19,  69.62,-23.81,  66.74,-24.31,  63.85,-24.65,  60.96,-24.79,  58.08,-24.76,  55.21,-24.57,  52.37,-24.26,  49.54,-23.87,  46.73,-23.44,  43.93,-22.98,  41.13,
-21.24,  110.65,-20.79,  107.86,-20.33,  105.05,-19.87,  102.19,-19.46,  99.27,-19.12,  96.29,-18.93,  93.26,-18.91,  90.19,-19.10,  87.12,-19.48,  84.08,-20.02,  81.08,-20.67,  78.14,-21.40,  75.25,-22.14,  72.38,-22.86,  69.54,-23.50,  66.69,-24.01,  63.83,-24.35,  60.97,-24.51,  58.12,-24.50,  55.28,-24.34,  52.45,-24.06,  49.64,-23.70,  46.83,-23.30,  44.03,-22.88,  41.23,
-21.15,  110.04,-20.57,  107.31,-20.00,  104.55,-19.44,  101.74,-18.94,  98.87,-18.54,  95.92,-18.31,  92.91,-18.29,  89.87,-18.49,  86.84,-18.89,  83.84,-19.45,  80.89,-20.14,  78.01,-20.90,  75.17,-21.69,  72.37,-22.45,  69.57,-23.14,  66.78,-23.70,  63.97,-24.10,  61.14,-24.32,  58.32,-24.36,  55.49,-24.26,  52.68,-24.03,  49.87,-23.72,  47.07,-23.36,  44.27,-22.98,  41.47,
-21.13,  109.48,-20.45,  106.81,-19.78,  104.11,-19.14,  101.35,-18.57,  98.53,-18.12,  95.62,-17.85,  92.65,-17.81,  89.63,-18.01,  86.63,-18.41,  83.67,-18.99,  80.77,-19.69,  77.93,-20.47,  75.15,-21.28,  72.40,-22.07,  69.67,-22.80,  66.92,-23.42,  64.16,-23.88,  61.37,-24.16,  58.57,-24.27,  55.76,-24.23,  52.95,-24.06,  50.14,-23.81,  47.33,-23.50,  44.52,-23.17,  41.71,
-21.18,  109.04,-20.46,  106.40,-19.74,  103.73,-19.06,  101.01,-18.47,  98.22,-18.00,  95.34,-17.73,  92.39,-17.69,  89.41,-17.88,  86.44,-18.28,  83.51,-18.86,  80.65,-19.55,  77.85,-20.32,  75.10,-21.13,  72.39,-21.92,  69.69,-22.66,  66.98,-23.28,  64.25,-23.77,  61.49,-24.08,  58.70,-24.22,  55.90,-24.21,  53.09,-24.08,  50.28,-23.85,  47.47,-23.58,  44.65,-23.27,  41.84,
-21.29,  108.68,-20.57,  106.04,-19.87,  103.38,-19.20,  100.67,-18.62,  97.89,-18.19,  95.04,-17.94,  92.12,-17.92,  89.17,-18.12,  86.23,-18.53,  83.33,-19.09,  80.49,-19.77,  77.71,-20.53,  74.99,-21.31,  72.29,-22.08,  69.60,-22.79,  66.89,-23.39,  64.17,-23.86,  61.41,-24.16,  58.62,-24.29,  55.82,-24.26,  53.02,-24.12,  50.21,-23.89,  47.40,-23.60,  44.60,-23.28,  41.81,
-21.36,  108.36,-20.69,  105.71,-20.03,  103.04,-19.42,  100.33,-18.90,  97.56,-18.52,  94.72,-18.33,  91.83,-18.34,  88.91,-18.56,  86.00,-18.96,  83.13,-19.52,  80.30,-20.18,  77.53,-20.91,  74.81,-21.67,  72.10,-22.41,  69.40,-23.09,  66.69,-23.67,  63.95,-24.10,  61.18,-24.36,  58.39,-24.45,  55.58,-24.39,  52.78,-24.20,  49.99,-23.92,  47.20,-23.59,  44.42,-23.23,  41.65,
-21.34,  108.02,-20.73,  105.36,-20.14,  102.68,-19.59,  99.97,-19.14,  97.21,-18.83,  94.38,-18.68,  91.52,-18.72,  88.62,-18.94,  85.74,-19.34,  82.88,-19.88,  80.07,-20.53,  77.31,-21.25,  74.57,-21.99,  71.86,-22.71,  69.15,-23.37,  66.43,-23.91,  63.67,-24.31,  60.89,-24.52,  58.09,-24.57,  55.29,-24.46,  52.49,-24.22,  49.71,-23.89,  46.93,-23.50,  44.17,-23.08,  41.41,
-21.38,  107.61,-20.82,  104.96,-20.29,  102.29,-19.79,  99.59,-19.38,  96.84,-19.08,  94.04,-18.94,  91.19,-18.97,  88.32,-19.18,  85.44,-19.57,  82.60,-20.09,  79.79,-20.73,  77.03,-21.43,  74.29,-22.17,  71.58,-22.88,  68.86,-23.52,  66.13,-24.04,  63.37,-24.40,  60.59,-24.58,  57.79,-24.59,  54.98,-24.43,  52.19,-24.15,  49.40,-23.78,  46.64,-23.35,  43.88,-22.89,  41.13,
-21.60,  107.20,-21.07,  104.56,-20.55,  101.90,-20.07,  99.22,-19.66,  96.48,-19.35,  93.70,-19.20,  90.86,-19.21,  88.00,-19.41,  85.14,-19.77,  82.30,-20.27,  79.49,-20.89,  76.73,-21.58,  74.00,-22.29,  71.29,-22.99,  68.57,-23.61,  65.84,-24.11,  63.08,-24.45,  60.29,-24.60,  57.49,-24.58,  54.68,-24.40,  51.89,-24.10,  49.11,-23.70,  46.34,-23.25,  43.59,-22.77,  40.85,
-21.87,  106.82,-21.35,  104.18,-20.83,  101.54,-20.34,  98.86,-19.92,  96.14,-19.61,  93.36,-19.44,  90.55,-19.45,  87.70,-19.63,  84.84,-19.97,  82.01,-20.46,  79.22,-21.06,  76.46,-21.73,  73.73,-22.43,  71.02,-23.11,  68.31,-23.71,  65.58,-24.19,  62.82,-24.50,  60.04,-24.63,  57.24,-24.59,  54.45,-24.39,  51.66,-24.06,  48.88,-23.65,  46.12,-23.19,  43.37,-22.70,  40.63,
-22.04,  106.47,-21.52,  103.84,-21.01,  101.19,-20.53,  98.51,-20.12,  95.80,-19.80,  93.04,-19.63,  90.24,-19.62,  87.41,-19.78,  84.58,-20.11,  81.76,-20.59,  78.98,-21.17,  76.23,-21.83,  73.50,-22.52,  70.80,-23.19,  68.09,-23.77,  65.37,-24.23,  62.63,-24.52,  59.85,-24.63,  57.07,-24.56,  54.28,-24.35,  51.50,-24.00,  48.73,-23.57,  45.96,-23.09,  43.21,-22.58,  40.47,
-22.14,  106.15,-21.62,  103.51,-21.12,  100.85,-20.66,  98.18,-20.25,  95.47,-19.94,  92.73,-19.76,  89.95,-19.73,  87.14,-19.87,  84.33,-20.18,  81.54,-20.63,  78.77,-21.20,  76.03,-21.85,  73.31,-22.53,  70.61,-23.18,  67.92,-23.76,  65.21,-24.20,  62.47,-24.48,  59.71,-24.57,  56.93,-24.49,  54.15,-24.26,  51.37,-23.91,  48.60,-23.46,  45.84,-22.97,  43.09,-22.45,  40.34,
-22.22,  105.84,-21.71,  103.19,-21.21,  100.52,-20.74,  97.85,-20.34,  95.15,-20.02,  92.42,-19.83,  89.66,-19.80,  86.87,-19.92,  84.08,-20.21,  81.31,-20.64,  78.55,-21.20,  75.83,-21.83,  73.12,-22.50,  70.43,-23.15,  67.74,-23.71,  65.04,-24.14,  62.31,-24.41,  59.55,-24.49,  56.78,-24.40,  54.00,-24.16,  51.23,-23.80,  48.46,-23.35,  45.70,-22.85,  42.95,-22.32,  40.21,
-22.30,  105.56,-21.79,  102.89,-21.28,  100.22,-20.82,  97.54,-20.41,  94.84,-20.10,  92.11,-19.91,  89.36,-19.87,  86.60,-19.98,  83.82,-20.26,  81.06,-20.68,  78.32,-21.22,  75.60,-21.85,  72.90,-22.50,  70.21,-23.14,  67.53,-23.69,  64.83,-24.10,  62.10,-24.35,  59.34,-24.42,  56.58,-24.32,  53.81,-24.07,  51.05,-23.70,  48.29,-23.24,  45.54,-22.73,  42.80,-22.20,  40.07,
-22.35,  105.32,-21.85,  102.63,-21.35,  99.95,-20.89,  97.25,-20.50,  94.54,-20.20,  91.82,-20.01,  89.07,-19.97,  86.31,-20.08,  83.55,-20.35,  80.79,-20.76,  78.06,-21.29,  75.35,-21.90,  72.65,-22.55,  69.96,-23.16,  67.28,-23.70,  64.57,-24.10,  61.85,-24.33,  59.10,-24.38,  56.34,-24.26,  53.58,-24.00,  50.83,-23.61,  48.09,-23.14,  45.36,-22.62,  42.64,-22.07,  39.93,
-22.39,  105.10,-21.90,  102.40,-21.42,  99.70,-20.98,  96.99,-20.60,  94.27,-20.30,  91.55,-20.13,  88.80,-20.09,  86.04,-20.20,  83.28,-20.47,  80.54,-20.87,  77.81,-21.38,  75.10,-21.98,  72.40,-22.61,  69.71,-23.21,  67.03,-23.73,  64.32,-24.11,  61.60,-24.32,  58.85,-24.35,  56.09,-24.21,  53.35,-23.93,  50.61,-23.53,  47.88,-23.05,  45.16,-22.52,  42.46,-21.96,  39.76,
-22.48,  104.90,-21.99,  102.19,-21.52,  99.48,-21.08,  96.76,-20.71,  94.04,-20.42,  91.31,-20.25,  88.56,-20.22,  85.81,-20.34,  83.05,-20.60,  80.31,-21.00,  77.58,-21.51,  74.87,-22.10,  72.17,-22.71,  69.48,-23.30,  66.80,-23.79,  64.09,-24.15,  61.36,-24.34,  58.61,-24.35,  55.85,-24.20,  53.11,-23.91,  50.37,-23.50,  47.65,-23.01,  44.93,-22.47,  42.23,-21.91,  39.53,
-22.58,  104.81,-22.09,  102.08,-21.63,  99.35,-21.20,  96.61,-20.83,  93.88,-20.56,  91.14,-20.40,  88.38,-20.38,  85.62,-20.50,  82.85,-20.77,  80.11,-21.18,  77.38,-21.69,  74.67,-22.27,  71.97,-22.88,  69.27,-23.46,  66.58,-23.94,  63.86,-24.28,  61.11,-24.45,  58.35,-24.44,  55.59,-24.27,  52.84,-23.96,  50.10,-23.54,  47.37,-23.04,  44.65,-22.50,  41.94,-21.93,  39.25,
-22.64,  104.88,-22.18,  102.12,-21.72,  99.36,-21.31,  96.59,-20.96,  93.82,-20.70,  91.05,-20.56,  88.28,-20.55,  85.49,-20.70,  82.71,-20.98,  79.96,-21.40,  77.22,-21.93,  74.50,-22.52,  71.78,-23.13,  69.08,-23.71,  66.36,-24.18,  63.62,-24.51,  60.86,-24.67,  58.08,-24.64,  55.30,-24.46,  52.53,-24.14,  49.78,-23.71,  47.03,-23.20,  44.31,-22.66,  41.59,-22.09,  38.89,
-22.73,  105.09,-22.28,  102.29,-21.84,  99.48,-21.43,  96.67,-21.10,  93.87,-20.85,  91.07,-20.73,  88.26,-20.74,  85.44,-20.90,  82.64,-21.21,  79.86,-21.65,  77.11,-22.19,  74.37,-22.80,  71.63,-23.43,  68.90,-24.00,  66.16,-24.48,  63.39,-24.80,  60.59,-24.94,  57.78,-24.91,  54.97,-24.70,  52.17,-24.37,  49.39,-23.92,  46.63,-23.41,  43.88,-22.86,  41.15,-22.29,  38.43,
-22.92,  105.34,-22.47,  102.50,-22.02,  99.65,-21.62,  96.81,-21.28,  93.97,-21.03,  91.13,-20.91,  88.30,-20.93,  85.46,-21.10,  82.63,-21.42,  79.82,-21.87,  77.04,-22.42,  74.27,-23.05,  71.51,-23.68,  68.74,-24.26,  65.96,-24.73,  63.15,-25.05,  60.31,-25.17,  57.46,-25.12,  54.60,-24.89,  51.77,-24.53,  48.96,-24.07,  46.17,-23.54,  43.39,-22.98,  40.64,-22.41,  37.89,
-23.30,  105.52,-22.81,  102.65,-22.34,  99.78,-21.90,  96.92,-21.53,  94.06,-21.26,  91.20,-21.11,  88.34,-21.10,  85.48,-21.26,  82.63,-21.56,  79.79,-22.01,  76.98,-22.56,  74.18,-23.18,  71.38,-23.82,  68.57,-24.39,  65.75,-24.85,  62.90,-25.15,  60.02,-25.26,  57.12,-25.18,  54.23,-24.93,  51.36,-24.56,  48.52,-24.08,  45.70,-23.55,  42.90,-22.98,  40.11,-22.41,  37.34,
-23.79,  105.57,-23.24,  102.70,-22.72,  99.83,-22.22,  96.96,-21.79,  94.10,-21.46,  91.24,-21.26,  88.37,-21.21,  85.49,-21.32,  82.62,-21.59,  79.75,-22.00,  76.91,-22.54,  74.07,-23.14,  71.23,-23.76,  68.39,-24.32,  65.53,-24.77,  62.64,-25.04,  59.73,-25.13,  56.81,-25.03,  53.89,-24.77,  51.00,-24.38,  48.13,-23.89,  45.28,-23.35,  42.45,-22.79,  39.63,-22.22,  36.82,
-24.15,  105.59,-23.54,  102.72,-22.95,  99.86,-22.40,  97.00,-21.91,  94.15,-21.51,  91.29,-21.25,  88.42,-21.14,  85.53,-21.20,  82.64,-21.43,  79.75,-21.81,  76.86,-22.31,  73.99,-22.90,  71.12,-23.49,  68.25,-24.04,  65.36,-24.47,  62.46,-24.73,  59.53,-24.80,  56.59,-24.69,  53.66,-24.42,  50.75,-24.02,  47.86,-23.53,  44.98,-23.00,  42.12,-22.44,  39.28,-21.88,  36.43,
-24.26,  105.65,-23.62,  102.81,-22.99,  99.96,-22.39,  97.12,-21.86,  94.29,-21.42,  91.44,-21.10,  88.57,-20.94,  85.68,-20.95,  82.77,-21.13,  79.86,-21.48,  76.96,-21.95,  74.06,-22.51,  71.16,-23.09,  68.27,-23.62,  65.37,-24.05,  62.46,-24.30,  59.53,-24.38,  56.59,-24.27,  53.64,-24.00,  50.71,-23.60,  47.80,-23.12,  44.90,-22.59,  42.01,-22.05,  39.12,-21.50,  36.25,
-24.19,  105.93,-23.55,  103.08,-22.92,  100.24,-22.31,  97.41,-21.75,  94.57,-21.28,  91.73,-20.92,  88.86,-20.73,  85.97,-20.71,  83.06,-20.86,  80.14,-21.19,  77.21,-21.64,  74.30,-22.19,  71.40,-22.75,  68.50,-23.28,  65.61,-23.69,  62.70,-23.95,  59.77,-24.03,  56.82,-23.93,  53.88,-23.66,  50.93,-23.28,  48.00,-22.80,  45.08,-22.28,  42.16,-21.73,  39.26,-21.18,  36.36,
-24.14,  106.38,-23.50,  103.53,-22.86,  100.68,-22.24,  97.85,-21.66,  95.02,-21.17,  92.18,-20.80,  89.31,-20.59,  86.42,-20.56,  83.50,-20.71,  80.57,-21.02,  77.64,-21.48,  74.72,-22.01,  71.82,-22.57,  68.92,-23.09,  66.02,-23.51,  63.12,-23.77,  60.20,-23.87,  57.26,-23.78,  54.32,-23.54,  51.37,-23.18,  48.43,-22.72,  45.49,-22.19,  42.56,-21.64,  39.64,-21.08,  36.73,
-24.14,  106.97,-23.47,  104.13,-22.81,  101.29,-22.17,  98.47,-21.58,  95.64,-21.08,  92.80,-20.71,  89.93,-20.50,  87.03,-20.47,  84.10,-20.63,  81.17,-20.96,  78.23,-21.41,  75.32,-21.96,  72.41,-22.52,  69.51,-23.05,  66.62,-23.48,  63.72,-23.77,  60.81,-23.89,  57.89,-23.83,  54.96,-23.63,  52.02,-23.30,  49.09,-22.86,  46.15,-22.36,  43.21,-21.82,  40.28,-21.27,  37.35,
-23.97,  107.70,-23.27,  104.87,-22.58,  102.06,-21.92,  99.25,-21.31,  96.44,-20.81,  93.60,-20.46,  90.72,-20.29,  87.80,-20.31,  84.86,-20.51,  81.92,-20.87,  78.98,-21.37,  76.06,-21.94,  73.16,-22.54,  70.27,-23.09,  67.38,-23.55,  64.49,-23.87,  61.60,-24.01,  58.69,-24.00,  55.78,-23.83,  52.85,-23.54,  49.92,-23.15,  46.98,-22.69,  44.04,-22.19,  41.09,-21.66,  38.15,
-23.52,  108.52,-22.77,  105.70,-22.04,  102.89,-21.35,  100.10,-20.73,  97.29,-20.23,  94.46,-19.91,  91.58,-19.79,  88.66,-19.88,  85.71,-20.17,  82.76,-20.63,  79.82,-21.21,  76.91,-21.86,  74.01,-22.52,  71.13,-23.12,  68.25,-23.61,  65.37,-23.96,  62.48,-24.14,  59.59,-24.17,  56.68,-24.05,  53.77,-23.82,  50.84,-23.49,  47.90,-23.08,  44.94,-22.63,  41.98,-22.14,  39.03,
