FName=emilienne
LName=danquigny
ID=DANQUEM#86321
Exam.Date=15_05_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 65 Left Marker Time=0.124000 Right Marker Time=1.047000 ES Time=0.524000
Num Frames:  Knots:
        79       31
-14.23,  105.49,-13.41,  103.16,-12.64,  100.76,-12.03,  98.21,-11.67,  95.53,-11.65,  92.78,-12.05,  90.05,-12.84,  87.42,-13.92,  84.92,-15.19,  82.52,-16.50,  80.15,-17.75,  77.75,-18.88,  75.32,-19.87,  72.86,-20.72,  70.37,-21.48,  67.86,-22.15,  65.31,-22.72,  62.73,-23.15,  60.10,-23.41,  57.46,-23.43,  54.82,-23.22,  52.21,-22.77,  49.65,-22.13,  47.11,-21.34,  44.58,-20.44,  42.03,-19.45,  39.45,-18.40,  36.84,-17.32,  34.19,-16.21,  31.54,-15.09,  28.87,
-14.19,  105.47,-13.35,  103.19,-12.57,  100.81,-11.94,  98.27,-11.56,  95.59,-11.53,  92.82,-11.93,  90.07,-12.73,  87.42,-13.84,  84.91,-15.13,  82.50,-16.46,  80.13,-17.73,  77.74,-18.88,  75.32,-19.88,  72.86,-20.75,  70.38,-21.53,  67.89,-22.23,  65.35,-22.82,  62.78,-23.28,  60.16,-23.56,  57.52,-23.61,  54.87,-23.42,  52.26,-22.99,  49.68,-22.36,  47.14,-21.58,  44.60,-20.68,  42.05,-19.69,  39.47,-18.65,  36.86,-17.56,  34.22,-16.45,  31.57,-15.33,  28.91,
-14.37,  105.52,-13.48,  103.28,-12.64,  100.94,-11.93,  98.43,-11.48,  95.76,-11.39,  92.97,-11.73,  90.18,-12.50,  87.50,-13.60,  84.96,-14.89,  82.53,-16.23,  80.15,-17.52,  77.76,-18.69,  75.33,-19.73,  72.88,-20.64,  70.41,-21.46,  67.92,-22.20,  65.39,-22.85,  62.83,-23.36,  60.21,-23.68,  57.57,-23.78,  54.92,-23.62,  52.29,-23.22,  49.70,-22.62,  47.14,-21.85,  44.60,-20.96,  42.04,-19.98,  39.46,-18.94,  36.86,-17.85,  34.22,-16.73,  31.57,-15.61,  28.91,
-14.66,  105.72,-13.69,  103.51,-12.77,  101.21,-11.98,  98.73,-11.43,  96.07,-11.23,  93.28,-11.48,  90.46,-12.17,  87.73,-13.21,  85.15,-14.46,  82.69,-15.79,  80.29,-17.09,  77.89,-18.28,  75.47,-19.35,  73.01,-20.31,  70.54,-21.18,  68.04,-21.98,  65.52,-22.69,  62.95,-23.26,  60.35,-23.66,  57.70,-23.82,  55.04,-23.74,  52.40,-23.40,  49.79,-22.83,  47.20,-22.10,  44.63,-21.23,  42.06,-20.27,  39.46,-19.24,  36.83,-18.15,  34.19,-17.04,  31.52,-15.92,  28.85,
-14.70,  106.14,-13.74,  103.92,-12.82,  101.61,-12.01,  99.14,-11.42,  96.49,-11.17,  93.70,-11.34,  90.89,-11.93,  88.16,-12.87,  85.55,-14.04,  83.06,-15.32,  80.64,-16.59,  78.23,-17.79,  75.81,-18.89,  73.35,-19.88,  70.86,-20.78,  68.35,-21.62,  65.81,-22.38,  63.24,-23.01,  60.62,-23.47,  57.97,-23.71,  55.30,-23.70,  52.63,-23.44,  49.99,-22.94,  47.37,-22.26,  44.76,-21.43,  42.15,-20.50,  39.51,-19.49,  36.86,-18.43,  34.17,-17.33,  31.48,-16.22,  28.77,
-14.38,  106.65,-13.57,  104.39,-12.79,  102.05,-12.09,  99.57,-11.57,  96.92,-11.33,  94.16,-11.46,  91.38,-11.97,  88.68,-12.81,  86.10,-13.89,  83.61,-15.09,  81.19,-16.33,  78.78,-17.51,  76.35,-18.61,  73.89,-19.61,  71.39,-20.53,  68.86,-21.37,  66.30,-22.14,  63.70,-22.79,  61.05,-23.28,  58.37,-23.56,  55.68,-23.60,  52.98,-23.39,  50.31,-22.96,  47.65,-22.33,  45.01,-21.55,  42.35,-20.67,  39.68,-19.70,  36.99,-18.67,  34.27,-17.60,  31.54,-16.52,  28.80,
-14.04,  107.10,-13.42,  104.84,-12.81,  102.49,-12.25,  100.00,-11.82,  97.36,-11.63,  94.62,-11.76,  91.88,-12.23,  89.22,-13.01,  86.66,-14.03,  84.20,-15.21,  81.79,-16.43,  79.39,-17.64,  76.98,-18.76,  74.52,-19.77,  72.02,-20.69,  69.48,-21.52,  66.90,-22.26,  64.26,-22.89,  61.58,-23.36,  58.87,-23.65,  56.13,-23.70,  53.40,-23.52,  50.69,-23.11,  48.01,-22.52,  45.33,-21.78,  42.65,-20.92,  39.94,-19.97,  37.22,-18.97,  34.48,-17.93,  31.73,-16.87,  28.97,
-13.99,  107.51,-13.48,  105.26,-12.96,  102.93,-12.46,  100.44,-12.07,  97.80,-11.89,  95.06,-12.02,  92.33,-12.48,  89.68,-13.26,  87.14,-14.29,  84.70,-15.48,  82.31,-16.74,  79.94,-17.99,  77.54,-19.16,  75.10,-20.22,  72.60,-21.16,  70.04,-21.99,  67.44,-22.73,  64.78,-23.36,  62.08,-23.83,  59.33,-24.12,  56.57,-24.19,  53.81,-24.01,  51.07,-23.60,  48.35,-23.00,  45.65,-22.25,  42.94,-21.38,  40.22,-20.42,  37.48,-19.41,  34.72,-18.36,  31.95,-17.29,  29.17,
-14.15,  107.79,-13.67,  105.55,-13.18,  103.23,-12.68,  100.74,-12.28,  98.09,-12.09,  95.35,-12.21,  92.61,-12.67,  89.96,-13.45,  87.42,-14.51,  84.99,-15.74,  82.62,-17.04,  80.26,-18.34,  77.87,-19.55,  75.42,-20.65,  72.92,-21.63,  70.36,-22.50,  67.74,-23.27,  65.07,-23.93,  62.35,-24.43,  59.59,-24.75,  56.81,-24.83,  54.02,-24.67,  51.25,-24.27,  48.51,-23.66,  45.79,-22.89,  43.07,-21.99,  40.34,-21.01,  37.60,-19.97,  34.83,-18.89,  32.05,-17.80,  29.26,
-14.33,  107.84,-13.84,  105.61,-13.33,  103.27,-12.81,  100.77,-12.39,  98.10,-12.19,  95.35,-12.31,  92.61,-12.78,  89.94,-13.58,  87.40,-14.66,  84.97,-15.92,  82.60,-17.26,  80.23,-18.58,  77.84,-19.82,  75.38,-20.95,  72.87,-21.96,  70.30,-22.86,  67.69,-23.66,  65.03,-24.34,  62.31,-24.87,  59.55,-25.21,  56.77,-25.31,  53.97,-25.16,  51.20,-24.76,  48.46,-24.16,  45.74,-23.39,  43.03,-22.49,  40.32,-21.51,  37.59,-20.46,  34.84,-19.37,  32.08,-18.27,  29.31,
