FName=MICHEL
LName=COPPENS
ID=COPPEMI#85124
Exam.Date=20_06_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 53 Left Marker Time=0.113000 Right Marker Time=1.112000 ES Time=0.584000
Num Frames:  Knots:
        60       25
-23.61,  110.84,-23.28,  108.06,-22.95,  105.28,-22.61,  102.50,-22.25,  99.73,-21.90,  96.97,-21.55,  94.21,-21.24,  91.46,-20.97,  88.72,-20.76,  85.99,-20.61,  83.27,-20.52,  80.56,-20.46,  77.85,-20.42,  75.14,-20.36,  72.41,-20.26,  69.67,-20.11,  66.91,-19.92,  64.14,-19.68,  61.36,-19.42,  58.58,-19.14,  55.79,-18.84,  53.00,-18.53,  50.20,-18.21,  47.41,-17.89,  44.61,
-22.94,  111.82,-22.64,  109.00,-22.34,  106.18,-22.03,  103.36,-21.72,  100.55,-21.40,  97.74,-21.08,  94.94,-20.80,  92.14,-20.56,  89.35,-20.38,  86.57,-20.26,  83.81,-20.20,  81.05,-20.18,  78.31,-20.19,  75.56,-20.18,  72.80,-20.13,  70.03,-20.03,  67.23,-19.88,  64.43,-19.69,  61.61,-19.47,  58.79,-19.23,  55.96,-18.96,  53.13,-18.69,  50.30,-18.41,  47.46,-18.13,  44.63,
-22.53,  112.95,-22.26,  110.10,-21.99,  107.24,-21.71,  104.39,-21.42,  101.54,-21.12,  98.70,-20.83,  95.85,-20.55,  93.02,-20.32,  90.18,-20.15,  87.36,-20.04,  84.55,-19.99,  81.76,-19.99,  78.97,-20.02,  76.19,-20.04,  73.39,-20.03,  70.58,-19.96,  67.75,-19.85,  64.91,-19.69,  62.05,-19.49,  59.19,-19.26,  56.32,-19.02,  53.44,-18.76,  50.57,-18.50,  47.69,-18.24,  44.81,
-22.47,  114.05,-22.21,  111.18,-21.95,  108.31,-21.68,  105.45,-21.41,  102.59,-21.13,  99.73,-20.84,  96.87,-20.57,  94.01,-20.34,  91.15,-20.15,  88.30,-20.03,  85.46,-19.97,  82.63,-19.97,  79.81,-20.01,  76.98,-20.04,  74.15,-20.05,  71.30,-20.02,  68.42,-19.92,  65.53,-19.78,  62.63,-19.59,  59.72,-19.37,  56.81,-19.13,  53.89,-18.88,  50.97,-18.62,  48.04,-18.35,  45.12,
-22.53,  115.06,-22.29,  112.18,-22.04,  109.30,-21.80,  106.43,-21.54,  103.55,-21.28,  100.67,-21.01,  97.79,-20.75,  94.91,-20.51,  92.04,-20.32,  89.17,-20.19,  86.30,-20.13,  83.45,-20.14,  80.60,-20.18,  77.75,-20.24,  74.88,-20.27,  71.99,-20.26,  69.08,-20.19,  66.15,-20.07,  63.21,-19.90,  60.26,-19.69,  57.31,-19.46,  54.35,-19.21,  51.39,-18.95,  48.43,-18.69,  45.47,
-22.61,  115.92,-22.39,  113.01,-22.18,  110.11,-21.96,  107.21,-21.74,  104.31,-21.51,  101.41,-21.27,  98.51,-21.03,  95.60,-20.81,  92.70,-20.64,  89.81,-20.52,  86.93,-20.47,  84.07,-20.48,  81.20,-20.54,  78.33,-20.62,  75.44,-20.68,  72.52,-20.70,  69.58,-20.67,  66.61,-20.57,  63.64,-20.41,  60.65,-20.22,  57.66,-20.00,  54.68,-19.75,  51.69,-19.50,  48.70,-19.25,  45.71,
-22.81,  116.45,-22.62,  113.54,-22.44,  110.62,-22.26,  107.70,-22.07,  104.79,-21.87,  101.87,-21.66,  98.95,-21.44,  96.03,-21.23,  93.12,-21.07,  90.22,-20.95,  87.33,-20.91,  84.46,-20.92,  81.59,-20.99,  78.71,-21.09,  75.81,-21.17,  72.88,-21.20,  69.91,-21.18,  66.92,-21.09,  63.91,-20.94,  60.90,-20.75,  57.89,-20.52,  54.88,-20.27,  51.88,-20.02,  48.88,-19.76,  45.88,
-23.21,  116.64,-23.03,  113.73,-22.84,  110.81,-22.66,  107.90,-22.47,  104.99,-22.26,  102.07,-22.05,  99.15,-21.82,  96.23,-21.61,  93.32,-21.42,  90.42,-21.29,  87.54,-21.22,  84.67,-21.22,  81.81,-21.28,  78.93,-21.36,  76.03,-21.44,  73.09,-21.46,  70.11,-21.43,  67.11,-21.32,  64.09,-21.16,  61.06,-20.94,  58.05,-20.69,  55.04,-20.42,  52.04,-20.14,  49.05,-19.85,  46.05,
-23.60,  116.39,-23.37,  113.50,-23.15,  110.61,-22.92,  107.73,-22.69,  104.84,-22.45,  101.95,-22.19,  99.05,-21.92,  96.16,-21.66,  93.27,-21.44,  90.39,-21.26,  87.53,-21.15,  84.69,-21.11,  81.85,-21.13,  79.00,-21.19,  76.12,-21.23,  73.20,-21.23,  70.25,-21.16,  67.26,-21.02,  64.26,-20.82,  61.26,-20.56,  58.28,-20.27,  55.30,-19.96,  52.34,-19.64,  49.38,-19.32,  46.42,
-23.41,  115.71,-23.13,  112.87,-22.86,  110.03,-22.59,  107.18,-22.31,  104.34,-22.01,  101.50,-21.70,  98.65,-21.39,  95.81,-21.09,  92.97,-20.83,  90.13,-20.61,  87.31,-20.46,  84.50,-20.38,  81.70,-20.37,  78.90,-20.40,  76.08,-20.42,  73.23,-20.39,  70.34,-20.29,  67.43,-20.12,  64.50,-19.87,  61.58,-19.58,  58.67,-19.25,  55.77,-18.90,  52.88,-18.55,  50.00,-18.19,  47.12,
