FName=PHILIPPE
LName=DEROEUX
ID=DEROEPH#82537
Exam.Date=16_10_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 49 Left Marker Time=0.082000 Right Marker Time=0.882000 ES Time=0.369000
Num Frames:  Knots:
        50       33
-11.54,  132.65,-12.68,  130.26,-13.81,  127.87,-14.94,  125.46,-16.06,  123.04,-17.16,  120.60,-18.24,  118.14,-19.29,  115.65,-20.29,  113.15,-21.26,  110.62,-22.16,  108.08,-23.02,  105.50,-23.81,  102.89,-24.55,  100.23,-25.22,  97.51,-25.82,  94.73,-26.35,  91.90,-26.77,  89.01,-27.08,  86.08,-27.27,  83.13,-27.33,  80.18,-27.24,  77.25,-27.01,  74.33,-26.66,  71.44,-26.17,  68.58,-25.57,  65.74,-24.87,  62.92,-24.09,  60.12,-23.23,  57.32,-22.34,  54.54,-21.41,  51.75,-20.48,  48.97,-19.54,  46.18,
-10.91,  133.04,-12.07,  130.66,-13.24,  128.28,-14.40,  125.90,-15.55,  123.49,-16.69,  121.06,-17.81,  118.61,-18.90,  116.13,-19.95,  113.62,-20.95,  111.09,-21.91,  108.53,-22.81,  105.94,-23.64,  103.32,-24.42,  100.65,-25.12,  97.93,-25.75,  95.15,-26.29,  92.31,-26.73,  89.43,-27.06,  86.51,-27.25,  83.57,-27.32,  80.63,-27.24,  77.69,-27.03,  74.78,-26.69,  71.88,-26.23,  69.01,-25.66,  66.16,-24.98,  63.33,-24.22,  60.51,-23.39,  57.70,-22.51,  54.90,-21.60,  52.10,-20.67,  49.30,-19.74,  46.51,
-10.25,  133.55,-11.45,  131.18,-12.65,  128.80,-13.85,  126.42,-15.04,  124.03,-16.23,  121.61,-17.39,  119.17,-18.52,  116.70,-19.62,  114.20,-20.67,  111.67,-21.67,  109.10,-22.61,  106.49,-23.47,  103.85,-24.27,  101.17,-24.99,  98.43,-25.64,  95.64,-26.18,  92.81,-26.63,  89.93,-26.96,  87.03,-27.16,  84.10,-27.23,  81.18,-27.17,  78.26,-26.98,  75.35,-26.68,  72.47,-26.25,  69.59,-25.71,  66.74,-25.08,  63.89,-24.36,  61.06,-23.56,  58.23,-22.72,  55.41,-21.84,  52.60,-20.94,  49.78,-20.03,  46.97,
-9.90,  134.10,-11.13,  131.72,-12.36,  129.35,-13.58,  126.97,-14.81,  124.57,-16.03,  122.16,-17.23,  119.73,-18.39,  117.27,-19.52,  114.77,-20.60,  112.23,-21.61,  109.65,-22.55,  107.04,-23.41,  104.38,-24.20,  101.68,-24.91,  98.94,-25.54,  96.14,-26.08,  93.31,-26.51,  90.43,-26.84,  87.53,-27.05,  84.62,-27.13,  81.70,-27.09,  78.79,-26.93,  75.90,-26.66,  73.02,-26.27,  70.15,-25.78,  67.30,-25.18,  64.47,-24.50,  61.64,-23.75,  58.82,-22.94,  56.00,-22.10,  53.19,-21.23,  50.38,-20.36,  47.57,
-10.04,  134.55,-11.28,  132.18,-12.52,  129.80,-13.76,  127.42,-15.00,  125.03,-16.24,  122.62,-17.45,  120.18,-18.63,  117.71,-19.76,  115.21,-20.84,  112.66,-21.83,  110.07,-22.75,  107.44,-23.58,  104.77,-24.34,  102.05,-25.01,  99.29,-25.61,  96.49,-26.12,  93.64,-26.53,  90.76,-26.85,  87.85,-27.05,  84.93,-27.14,  82.01,-27.11,  79.10,-26.96,  76.21,-26.70,  73.33,-26.33,  70.47,-25.86,  67.62,-25.29,  64.78,-24.62,  61.96,-23.89,  59.14,-23.09,  56.32,-22.25,  53.52,-21.39,  50.71,-20.52,  47.91,
-10.45,  134.77,-11.70,  132.38,-12.94,  130.00,-14.19,  127.61,-15.43,  125.21,-16.67,  122.79,-17.89,  120.35,-19.06,  117.87,-20.19,  115.35,-21.24,  112.78,-22.21,  110.18,-23.09,  107.53,-23.89,  104.85,-24.60,  102.13,-25.23,  99.36,-25.79,  96.55,-26.26,  93.70,-26.65,  90.81,-26.94,  87.90,-27.12,  84.97,-27.19,  82.04,-27.15,  79.12,-26.99,  76.22,-26.72,  73.33,-26.34,  70.46,-25.86,  67.60,-25.27,  64.75,-24.60,  61.92,-23.84,  59.08,-23.03,  56.26,-22.17,  53.44,-21.29,  50.62,-20.41,  47.81,
-10.95,  134.66,-12.17,  132.26,-13.39,  129.86,-14.61,  127.46,-15.82,  125.04,-17.03,  122.61,-18.22,  120.15,-19.37,  117.65,-20.46,  115.12,-21.48,  112.54,-22.42,  109.92,-23.26,  107.27,-24.02,  104.58,-24.69,  101.86,-25.29,  99.10,-25.81,  96.29,-26.25,  93.45,-26.61,  90.57,-26.87,  87.66,-27.04,  84.73,-27.09,  81.80,-27.02,  78.88,-26.85,  75.98,-26.56,  73.09,-26.16,  70.22,-25.66,  67.36,-25.06,  64.51,-24.37,  61.67,-23.60,  58.84,-22.76,  56.01,-21.89,  53.18,-21.00,  50.36,-20.10,  47.54,
-11.34,  134.30,-12.50,  131.86,-13.66,  129.43,-14.82,  126.98,-15.98,  124.53,-17.12,  122.06,-18.25,  119.57,-19.34,  117.05,-20.38,  114.49,-21.35,  111.90,-22.25,  109.28,-23.05,  106.63,-23.78,  103.95,-24.43,  101.23,-25.00,  98.49,-25.50,  95.71,-25.92,  92.88,-26.27,  90.03,-26.51,  87.15,-26.66,  84.25,-26.70,  81.35,-26.63,  78.46,-26.45,  75.58,-26.15,  72.72,-25.75,  69.87,-25.25,  67.03,-24.64,  64.21,-23.95,  61.39,-23.17,  58.58,-22.34,  55.76,-21.46,  52.95,-20.57,  50.14,-19.66,  47.33,
-11.40,  133.99,-12.50,  131.46,-13.61,  128.94,-14.71,  126.41,-15.81,  123.88,-16.89,  121.35,-17.95,  118.80,-18.97,  116.23,-19.94,  113.64,-20.85,  111.04,-21.71,  108.41,-22.49,  105.76,-23.20,  103.09,-23.85,  100.39,-24.42,  97.67,-24.93,  94.92,-25.35,  92.13,-25.70,  89.31,-25.95,  86.47,-26.10,  83.62,-26.14,  80.76,-26.07,  77.92,-25.90,  75.08,-25.62,  72.26,-25.24,  69.45,-24.75,  66.66,-24.16,  63.87,-23.49,  61.08,-22.73,  58.29,-21.91,  55.50,-21.06,  52.70,-20.18,  49.91,-19.30,  47.11,
-11.19,  133.86,-12.29,  131.23,-13.38,  128.61,-14.48,  125.99,-15.55,  123.38,-16.61,  120.77,-17.63,  118.15,-18.62,  115.54,-19.55,  112.91,-20.44,  110.27,-21.27,  107.62,-22.04,  104.96,-22.76,  102.29,-23.41,  99.59,-24.00,  96.88,-24.52,  94.14,-24.95,  91.37,-25.31,  88.58,-25.56,  85.76,-25.72,  82.94,-25.77,  80.12,-25.72,  77.31,-25.56,  74.51,-25.30,  71.71,-24.94,  68.94,-24.48,  66.16,-23.92,  63.40,-23.26,  60.63,-22.54,  57.85,-21.75,  55.07,-20.93,  52.29,-20.09,  49.51,-19.24,  46.72,
-11.21,  133.43,-12.34,  130.77,-13.48,  128.12,-14.60,  125.47,-15.71,  122.83,-16.79,  120.20,-17.83,  117.58,-18.82,  114.94,-19.77,  112.31,-20.66,  109.66,-21.49,  107.00,-22.27,  104.32,-22.99,  101.63,-23.64,  98.92,-24.22,  96.18,-24.73,  93.43,-25.15,  90.65,-25.48,  87.86,-25.71,  85.05,-25.85,  82.23,-25.87,  79.41,-25.80,  76.61,-25.62,  73.81,-25.35,  71.03,-24.97,  68.25,-24.50,  65.49,-23.94,  62.72,-23.29,  59.96,-22.57,  57.19,-21.79,  54.41,-20.98,  51.63,-20.15,  48.85,-19.31,  46.06,
-11.41,  132.83,-12.62,  130.19,-13.83,  127.55,-15.03,  124.93,-16.21,  122.31,-17.36,  119.69,-18.46,  117.07,-19.50,  114.45,-20.49,  111.81,-21.42,  109.16,-22.28,  106.48,-23.07,  103.78,-23.79,  101.06,-24.44,  98.32,-25.00,  95.56,-25.47,  92.77,-25.84,  89.96,-26.12,  87.14,-26.29,  84.31,-26.36,  81.48,-26.33,  78.65,-26.19,  75.83,-25.96,  73.03,-25.63,  70.23,-25.20,  67.45,-24.69,  64.68,-24.08,  61.92,-23.40,  59.15,-22.65,  56.38,-21.84,  53.60,-21.01,  50.82,-20.15,  48.04,-19.29,  45.25,
-11.71,  132.32,-13.00,  129.70,-14.29,  127.09,-15.56,  124.49,-16.81,  121.89,-18.01,  119.29,-19.17,  116.69,-20.27,  114.07,-21.30,  111.44,-22.26,  108.78,-23.14,  106.10,-23.95,  103.40,-24.67,  100.66,-25.30,  97.89,-25.84,  95.10,-26.28,  92.27,-26.63,  89.43,-26.87,  86.58,-27.00,  83.71,-27.02,  80.85,-26.95,  78.00,-26.76,  75.15,-26.48,  72.33,-26.10,  69.51,-25.63,  66.72,-25.07,  63.93,-24.43,  61.15,-23.70,  58.37,-22.91,  55.59,-22.08,  52.81,-21.21,  50.02,-20.32,  47.23,-19.42,  44.43,
-12.12,  131.87,-13.46,  129.27,-14.80,  126.67,-16.12,  124.08,-17.41,  121.50,-18.66,  118.91,-19.87,  116.32,-21.01,  113.70,-22.07,  111.07,-23.06,  108.41,-23.97,  105.73,-24.78,  103.01,-25.50,  100.26,-26.13,  97.48,-26.66,  94.67,-27.09,  91.83,-27.43,  88.97,-27.66,  86.09,-27.78,  83.21,-27.79,  80.32,-27.70,  77.45,-27.50,  74.58,-27.19,  71.73,-26.79,  68.90,-26.30,  66.08,-25.71,  63.28,-25.04,  60.48,-24.29,  57.68,-23.48,  54.89,-22.61,  52.10,-21.71,  49.30,-20.79,  46.50,-19.86,  43.70,
-12.72,  131.33,-14.08,  128.74,-15.44,  126.16,-16.78,  123.59,-18.10,  121.01,-19.38,  118.43,-20.61,  115.84,-21.79,  113.22,-22.90,  110.58,-23.93,  107.91,-24.86,  105.21,-25.69,  102.47,-26.42,  99.71,-27.05,  96.92,-27.57,  94.10,-28.00,  91.26,-28.32,  88.40,-28.54,  85.52,-28.65,  82.64,-28.65,  79.75,-28.55,  76.88,-28.33,  74.01,-28.02,  71.15,-27.60,  68.31,-27.08,  65.48,-26.47,  62.66,-25.76,  59.86,-24.98,  57.06,-24.13,  54.27,-23.23,  51.49,-22.29,  48.70,-21.33,  45.92,-20.36,  43.14,
-13.51,  130.69,-14.88,  128.12,-16.25,  125.56,-17.60,  123.00,-18.94,  120.43,-20.23,  117.86,-21.49,  115.27,-22.68,  112.65,-23.81,  110.01,-24.85,  107.33,-25.79,  104.62,-26.63,  101.87,-27.37,  99.09,-27.99,  96.29,-28.51,  93.47,-28.92,  90.62,-29.22,  87.76,-29.41,  84.89,-29.49,  82.01,-29.47,  79.14,-29.34,  76.27,-29.10,  73.41,-28.76,  70.56,-28.31,  67.73,-27.76,  64.91,-27.12,  62.10,-26.38,  59.31,-25.56,  56.54,-24.68,  53.78,-23.74,  51.04,-22.76,  48.29,-21.76,  45.56,-20.76,  42.82,
-14.39,  130.06,-15.75,  127.51,-17.10,  124.96,-18.44,  122.42,-19.75,  119.87,-21.03,  117.30,-22.26,  114.72,-23.43,  112.10,-24.53,  109.46,-25.55,  106.78,-26.48,  104.07,-27.31,  101.32,-28.04,  98.55,-28.66,  95.74,-29.17,  92.92,-29.57,  90.07,-29.86,  87.21,-30.04,  84.34,-30.11,  81.46,-30.06,  78.60,-29.90,  75.74,-29.64,  72.89,-29.27,  70.05,-28.80,  67.23,-28.22,  64.42,-27.54,  61.63,-26.77,  58.87,-25.92,  56.13,-24.99,  53.40,-24.02,  50.69,-23.01,  48.00,-21.98,  45.31,-20.94,  42.62,
-15.07,  129.54,-16.42,  127.00,-17.75,  124.46,-19.07,  121.93,-20.36,  119.38,-21.61,  116.82,-22.80,  114.23,-23.94,  111.62,-25.00,  108.98,-25.99,  106.30,-26.89,  103.59,-27.69,  100.85,-28.40,  98.09,-29.00,  95.29,-29.50,  92.48,-29.89,  89.64,-30.17,  86.79,-30.34,  83.92,-30.39,  81.05,-30.33,  78.19,-30.16,  75.34,-29.88,  72.50,-29.48,  69.67,-28.98,  66.86,-28.38,  64.06,-27.67,  61.29,-26.87,  58.55,-25.99,  55.83,-25.05,  53.12,-24.05,  50.44,-23.01,  47.77,-21.96,  45.11,-20.89,  42.45,
