FName=LOUIS
LName=CHRETIEN
ID=CHRETLO#73223
Exam.Date=08_02_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 58 Left Marker Time=0.086000 Right Marker Time=0.652000 ES Time=0.481000
Num Frames:  Knots:
        43       31
-22.94,  120.44,-22.34,  117.58,-21.72,  114.73,-21.06,  111.90,-20.32,  109.14,-19.49,  106.45,-18.55,  103.88,-17.50,  101.43,-16.37,  99.08,-15.27,  96.74,-14.34,  94.28,-13.82,  91.61,-13.89,  88.77,-14.62,  85.93,-15.91,  83.28,-17.48,  80.89,-19.08,  78.73,-20.55,  76.74,-21.79,  74.86,-22.78,  73.05,-23.50,  71.31,-23.95,  69.61,-24.14,  67.93,-24.09,  66.24,-23.81,  64.50,-23.33,  62.68,-22.67,  60.78,-21.87,  58.80,-20.97,  56.77,-20.00,  54.70,-19.01,  52.61,
-22.74,  121.51,-22.24,  118.59,-21.72,  115.67,-21.17,  112.79,-20.55,  109.95,-19.84,  107.17,-19.02,  104.50,-18.07,  101.95,-17.02,  99.51,-15.95,  97.12,-15.03,  94.68,-14.47,  92.07,-14.48,  89.34,-15.13,  86.59,-16.34,  84.00,-17.87,  81.65,-19.47,  79.50,-20.96,  77.48,-22.25,  75.55,-23.27,  73.68,-24.03,  71.85,-24.50,  70.07,-24.70,  68.31,-24.64,  66.55,-24.35,  64.77,-23.84,  62.92,-23.15,  61.01,-22.30,  59.04,-21.35,  57.02,-20.33,  54.97,-19.29,  52.90,
-22.79,  121.98,-22.32,  119.13,-21.84,  116.30,-21.33,  113.49,-20.77,  110.71,-20.14,  107.99,-19.41,  105.34,-18.57,  102.79,-17.62,  100.35,-16.62,  97.98,-15.70,  95.58,-15.06,  93.07,-14.91,  90.43,-15.38,  87.76,-16.44,  85.21,-17.89,  82.88,-19.50,  80.73,-21.07,  78.72,-22.49,  76.77,-23.68,  74.84,-24.60,  72.92,-25.25,  71.01,-25.60,  69.08,-25.65,  67.14,-25.43,  65.17,-24.96,  63.15,-24.27,  61.10,-23.41,  59.01,-22.42,  56.90,-21.35,  54.76,-20.26,  52.62,
-23.03,  121.76,-22.53,  119.12,-22.02,  116.48,-21.50,  113.85,-20.93,  111.25,-20.32,  108.68,-19.63,  106.18,-18.86,  103.74,-17.99,  101.38,-17.06,  99.08,-16.15,  96.76,-15.42,  94.32,-15.08,  91.74,-15.32,  89.09,-16.18,  86.52,-17.52,  84.14,-19.12,  81.99,-20.78,  79.99,-22.35,  78.05,-23.75,  76.12,-24.92,  74.15,-25.81,  72.13,-26.41,  70.05,-26.68,  67.90,-26.62,  65.69,-26.26,  63.43,-25.63,  61.16,-24.79,  58.87,-23.80,  56.58,-22.70,  54.29,-21.56,  52.00,
-23.52,  121.76,-22.97,  119.27,-22.42,  116.78,-21.85,  114.29,-21.26,  111.81,-20.63,  109.36,-19.95,  106.95,-19.20,  104.58,-18.38,  102.27,-17.49,  100.00,-16.58,  97.70,-15.79,  95.29,-15.32,  92.74,-15.39,  90.08,-16.10,  87.47,-17.36,  85.06,-18.96,  82.88,-20.69,  80.87,-22.38,  78.93,-23.94,  76.98,-25.29,  74.96,-26.38,  72.83,-27.15,  70.59,-27.56,  68.24,-27.60,  65.80,-27.28,  63.33,-26.67,  60.85,-25.82,  58.38,-24.80,  55.94,-23.67,  53.54,-22.50,  51.16,
-23.94,  122.04,-23.37,  119.58,-22.80,  117.13,-22.22,  114.68,-21.62,  112.23,-20.99,  109.80,-20.31,  107.40,-19.58,  105.03,-18.77,  102.70,-17.91,  100.39,-17.01,  98.07,-16.20,  95.66,-15.68,  93.12,-15.69,  90.49,-16.35,  87.90,-17.59,  85.51,-19.20,  83.34,-20.96,  81.32,-22.71,  79.36,-24.34,  77.37,-25.77,  75.28,-26.92,  73.05,-27.73,  70.68,-28.16,  68.19,-28.19,  65.62,-27.84,  63.02,-27.18,  60.44,-26.27,  57.91,-25.19,  55.43,-24.02,  53.01,-22.82,  50.61,
-24.49,  121.80,-23.90,  119.35,-23.32,  116.89,-22.72,  114.42,-22.10,  111.96,-21.45,  109.52,-20.75,  107.09,-19.99,  104.70,-19.16,  102.35,-18.27,  100.04,-17.37,  97.72,-16.56,  95.34,-16.06,  92.86,-16.10,  90.31,-16.77,  87.82,-18.00,  85.48,-19.59,  83.34,-21.32,  81.33,-23.03,  79.35,-24.61,  77.33,-25.98,  75.20,-27.07,  72.95,-27.82,  70.57,-28.18,  68.07,-28.14,  65.52,-27.74,  62.96,-27.02,  60.43,-26.06,  57.96,-24.94,  55.55,-23.74,  53.19,-22.51,  50.87,
-25.41,  121.01,-24.77,  118.55,-24.13,  116.07,-23.47,  113.59,-22.78,  111.12,-22.05,  108.65,-21.27,  106.22,-20.42,  103.82,-19.51,  101.48,-18.54,  99.18,-17.59,  96.91,-16.79,  94.60,-16.34,  92.20,-16.44,  89.74,-17.15,  87.33,-18.37,  85.06,-19.90,  82.94,-21.54,  80.92,-23.14,  78.93,-24.58,  76.90,-25.79,  74.80,-26.72,  72.61,-27.33,  70.32,-27.58,  67.96,-27.46,  65.57,-27.01,  63.18,-26.26,  60.82,-25.29,  58.51,-24.16,  56.25,-22.94,  54.02,-21.69,  51.81,
-25.72,  120.07,-25.07,  117.58,-24.41,  115.10,-23.72,  112.60,-23.00,  110.12,-22.22,  107.65,-21.38,  105.21,-20.47,  102.82,-19.49,  100.49,-18.48,  98.21,-17.53,  95.97,-16.79,  93.70,-16.44,  91.36,-16.65,  88.97,-17.43,  86.63,-18.66,  84.41,-20.15,  82.31,-21.69,  80.31,-23.14,  78.33,-24.41,  76.34,-25.44,  74.30,-26.20,  72.21,-26.66,  70.07,-26.80,  67.90,-26.62,  65.71,-26.14,  63.54,-25.40,  61.39,-24.44,  59.27,-23.32,  57.17,-22.10,  55.09,-20.85,  53.01,
-25.23,  119.36,-24.64,  116.88,-24.04,  114.40,-23.41,  111.91,-22.73,  109.43,-21.99,  106.97,-21.17,  104.54,-20.27,  102.16,-19.30,  99.84,-18.31,  97.58,-17.41,  95.35,-16.75,  93.11,-16.50,  90.80,-16.80,  88.47,-17.63,  86.18,-18.86,  84.01,-20.29,  81.94,-21.76,  79.96,-23.11,  78.00,-24.25,  76.04,-25.16,  74.07,-25.80,  72.07,-26.15,  70.05,-26.23,  68.02,-26.01,  66.00,-25.53,  63.99,-24.80,  62.01,-23.86,  60.04,-22.75,  58.08,-21.54,  56.12,-20.28,  54.15,
