FName=BRIGITTE
LName=GAWELIK
ID=GAWELBR#20359
Exam.Date=06_09_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 61 Left Marker Time=0.147000 Right Marker Time=0.997000 ES Time=0.621000
Num Frames:  Knots:
        62       31
-34.29,  109.28,-33.35,  107.07,-32.40,  104.87,-31.46,  102.66,-30.51,  100.45,-29.54,  98.24,-28.52,  96.02,-27.45,  93.81,-26.31,  91.58,-25.14,  89.37,-24.02,  87.17,-23.03,  85.02,-22.29,  82.93,-21.88,  80.92,-21.84,  78.98,-22.16,  77.06,-22.78,  75.12,-23.62,  73.09,-24.56,  70.95,-25.50,  68.71,-26.36,  66.41,-27.08,  64.09,-27.63,  61.79,-28.01,  59.54,-28.24,  57.35,-28.37,  55.22,-28.42,  53.15,-28.41,  51.10,-28.37,  49.09,-28.31,  47.08,-28.25,  45.08,
-34.49,  109.59,-33.57,  107.39,-32.65,  105.18,-31.73,  102.97,-30.79,  100.75,-29.81,  98.53,-28.78,  96.29,-27.69,  94.05,-26.53,  91.81,-25.33,  89.57,-24.18,  87.35,-23.17,  85.17,-22.40,  83.07,-21.96,  81.05,-21.89,  79.11,-22.18,  77.19,-22.77,  75.23,-23.58,  73.18,-24.49,  71.02,-25.40,  68.76,-26.22,  66.44,-26.90,  64.10,-27.42,  61.80,-27.77,  59.54,-28.00,  57.35,-28.12,  55.21,-28.17,  53.12,-28.18,  51.06,-28.16,  49.02,-28.12,  46.98,-28.08,  44.96,
-34.68,  109.75,-33.78,  107.55,-32.87,  105.34,-31.96,  103.13,-31.03,  100.91,-30.06,  98.68,-29.04,  96.44,-27.95,  94.19,-26.78,  91.93,-25.58,  89.68,-24.41,  87.45,-23.37,  85.26,-22.56,  83.16,-22.08,  81.13,-21.98,  79.18,-22.23,  77.26,-22.79,  75.29,-23.57,  73.21,-24.46,  71.02,-25.33,  68.73,-26.12,  66.39,-26.76,  64.04,-27.23,  61.73,-27.55,  59.47,-27.75,  57.27,-27.85,  55.12,-27.89,  53.02,-27.88,  50.94,-27.85,  48.88,-27.80,  46.82,-27.76,  44.77,
-34.76,  109.87,-33.86,  107.66,-32.96,  105.46,-32.05,  103.24,-31.12,  101.02,-30.16,  98.79,-29.15,  96.55,-28.06,  94.30,-26.90,  92.03,-25.69,  89.77,-24.51,  87.54,-23.44,  85.35,-22.61,  83.24,-22.10,  81.21,-21.96,  79.26,-22.19,  77.32,-22.73,  75.33,-23.49,  73.23,-24.36,  71.01,-25.22,  68.69,-25.98,  66.33,-26.59,  63.96,-27.04,  61.63,-27.32,  59.36,-27.49,  57.14,-27.56,  54.98,-27.57,  52.85,-27.53,  50.75,-27.48,  48.66,-27.41,  46.57,-27.33,  44.49,
-34.70,  109.95,-33.80,  107.75,-32.90,  105.54,-31.99,  103.33,-31.06,  101.11,-30.10,  98.88,-29.09,  96.64,-28.01,  94.39,-26.85,  92.13,-25.65,  89.88,-24.46,  87.65,-23.38,  85.46,-22.52,  83.34,-21.98,  81.31,-21.81,  79.33,-22.02,  77.37,-22.55,  75.35,-23.31,  73.23,-24.17,  70.99,-25.02,  68.65,-25.77,  66.27,-26.37,  63.89,-26.79,  61.55,-27.06,  59.25,-27.21,  57.02,-27.26,  54.83,-27.25,  52.68,-27.20,  50.54,-27.12,  48.41,-27.04,  46.29,-26.95,  44.16,
-34.58,  109.98,-33.67,  107.77,-32.76,  105.56,-31.84,  103.35,-30.91,  101.13,-29.94,  98.91,-28.93,  96.68,-27.84,  94.44,-26.69,  92.20,-25.49,  89.96,-24.30,  87.75,-23.21,  85.57,-22.33,  83.46,-21.77,  81.41,-21.59,  79.42,-21.77,  77.43,-22.29,  75.39,-23.03,  73.25,-23.90,  71.00,-24.75,  68.66,-25.50,  66.28,-26.09,  63.89,-26.51,  61.54,-26.77,  59.23,-26.91,  56.97,-26.96,  54.76,-26.95,  52.57,-26.90,  50.39,-26.83,  48.22,-26.75,  46.05,-26.66,  43.89,
-34.49,  109.95,-33.56,  107.74,-32.63,  105.53,-31.69,  103.32,-30.74,  101.11,-29.77,  98.89,-28.74,  96.67,-27.65,  94.45,-26.50,  92.23,-25.30,  90.02,-24.11,  87.82,-23.02,  85.66,-22.13,  83.55,-21.56,  81.50,-21.35,  79.50,-21.51,  77.50,-22.01,  75.44,-22.74,  73.29,-23.60,  71.04,-24.46,  68.70,-25.20,  66.31,-25.80,  63.92,-26.22,  61.57,-26.49,  59.25,-26.63,  56.98,-26.69,  54.75,-26.69,  52.53,-26.66,  50.32,-26.60,  48.11,-26.53,  45.91,-26.46,  43.70,
-34.42,  109.93,-33.48,  107.73,-32.53,  105.52,-31.59,  103.32,-30.63,  101.11,-29.65,  98.90,-28.62,  96.69,-27.52,  94.48,-26.37,  92.27,-25.17,  90.07,-23.98,  87.89,-22.88,  85.74,-21.98,  83.64,-21.39,  81.59,-21.15,  79.58,-21.30,  77.56,-21.77,  75.50,-22.50,  73.34,-23.35,  71.08,-24.20,  68.74,-24.95,  66.35,-25.54,  63.97,-25.96,  61.61,-26.23,  59.29,-26.38,  57.01,-26.45,  54.76,-26.46,  52.52,-26.43,  50.28,-26.39,  48.05,-26.33,  45.81,-26.27,  43.58,
-34.39,  109.98,-33.45,  107.78,-32.50,  105.58,-31.55,  103.37,-30.59,  101.16,-29.60,  98.96,-28.57,  96.75,-27.48,  94.55,-26.32,  92.34,-25.12,  90.15,-23.92,  87.98,-22.81,  85.83,-21.89,  83.73,-21.28,  81.68,-21.02,  79.66,-21.14,  77.64,-21.60,  75.56,-22.31,  73.39,-23.15,  71.13,-24.00,  68.78,-24.74,  66.40,-25.33,  64.02,-25.75,  61.66,-26.02,  59.34,-26.17,  57.05,-26.24,  54.78,-26.25,  52.52,-26.23,  50.26,-26.19,  48.01,-26.14,  45.75,-26.09,  43.49,
-34.39,  110.08,-33.45,  107.88,-32.50,  105.68,-31.56,  103.47,-30.60,  101.26,-29.61,  99.05,-28.58,  96.84,-27.49,  94.64,-26.33,  92.43,-25.12,  90.24,-23.91,  88.06,-22.79,  85.91,-21.86,  83.81,-21.22,  81.76,-20.94,  79.73,-21.04,  77.70,-21.48,  75.61,-22.18,  73.43,-23.02,  71.16,-23.87,  68.81,-24.61,  66.42,-25.19,  64.04,-25.60,  61.69,-25.86,  59.37,-26.01,  57.07,-26.08,  54.80,-26.09,  52.53,-26.07,  50.26,-26.03,  47.99,-25.98,  45.72,-25.93,  43.45,
