FName=SIMONE
LName=EPECHETENNE
ID=EPECHSI#98861
Exam.Date=23_03_2011
View=4CH
2DS Date=2013_05_28
Knot positions (X:Y) in mm (relative to probe position)
FR= 54 Left Marker Time=0.166000 Right Marker Time=1.144000 ES Time=0.646000
Num Frames:  Knots:
        63       23
-28.49,  97.55,-27.70,  94.68,-26.96,  91.80,-26.34,  88.91,-25.88,  86.01,-25.56,  83.11,-25.34,  80.22,-25.16,  77.35,-24.96,  74.50,-24.70,  71.68,-24.38,  68.86,-24.02,  66.05,-23.67,  63.23,-23.35,  60.42,-23.04,  57.63,-22.69,  54.86,-22.23,  52.11,-21.57,  49.38,-20.70,  46.65,-19.59,  43.93,-18.27,  41.21,-16.81,  38.48,-15.31,  35.76,
-28.85,  97.86,-28.01,  94.94,-27.23,  92.02,-26.56,  89.09,-26.06,  86.16,-25.71,  83.21,-25.47,  80.28,-25.26,  77.36,-25.03,  74.47,-24.74,  71.61,-24.39,  68.76,-24.01,  65.92,-23.64,  63.08,-23.30,  60.24,-22.97,  57.44,-22.61,  54.67,-22.12,  51.92,-21.44,  49.20,-20.54,  46.49,-19.40,  43.79,-18.06,  41.09,-16.59,  38.38,-15.08,  35.67,
-29.00,  98.29,-28.14,  95.34,-27.33,  92.39,-26.63,  89.42,-26.10,  86.45,-25.73,  83.47,-25.47,  80.50,-25.26,  77.54,-25.03,  74.62,-24.74,  71.72,-24.39,  68.84,-24.00,  65.97,-23.62,  63.10,-23.27,  60.24,-22.95,  57.42,-22.58,  54.63,-22.10,  51.88,-21.43,  49.15,-20.52,  46.44,-19.37,  43.73,-18.02,  41.02,-16.55,  38.31,-15.04,  35.59,
-28.98,  99.01,-28.12,  96.03,-27.30,  93.05,-26.59,  90.05,-26.04,  87.05,-25.66,  84.04,-25.41,  81.04,-25.22,  78.06,-25.01,  75.11,-24.75,  72.18,-24.42,  69.28,-24.04,  66.38,-23.67,  63.48,-23.33,  60.60,-23.02,  57.75,-22.68,  54.94,-22.22,  52.16,-21.58,  49.39,-20.70,  46.64,-19.56,  43.90,-18.21,  41.15,-16.74,  38.41,-15.23,  35.67,
-29.02,  100.02,-28.18,  97.02,-27.37,  94.02,-26.65,  91.01,-26.09,  87.99,-25.70,  84.97,-25.46,  81.95,-25.29,  78.95,-25.12,  75.98,-24.90,  73.03,-24.61,  70.10,-24.26,  67.17,-23.90,  64.25,-23.56,  61.34,-23.26,  58.46,-22.94,  55.61,-22.53,  52.79,-21.94,  49.97,-21.11,  47.15,-19.99,  44.34,-18.65,  41.54,-17.17,  38.75,-15.65,  35.98,
-29.23,  101.15,-28.41,  98.13,-27.61,  95.12,-26.90,  92.10,-26.33,  89.08,-25.93,  86.06,-25.67,  83.04,-25.52,  80.04,-25.39,  77.05,-25.22,  74.09,-24.98,  71.13,-24.66,  68.18,-24.31,  65.23,-23.97,  62.31,-23.66,  59.41,-23.35,  56.53,-22.98,  53.67,-22.45,  50.80,-21.68,  47.91,-20.61,  45.01,-19.28,  42.15,-17.79,  39.32,-16.26,  36.52,
-29.45,  102.12,-28.67,  99.11,-27.91,  96.09,-27.22,  93.08,-26.65,  90.07,-26.24,  87.07,-25.99,  84.07,-25.85,  81.08,-25.76,  78.10,-25.64,  75.13,-25.44,  72.16,-25.17,  69.20,-24.84,  66.24,-24.49,  63.31,-24.17,  60.41,-23.85,  57.54,-23.49,  54.66,-23.01,  51.76,-22.31,  48.81,-21.30,  45.85,-19.99,  42.92,-18.51,  40.07,-16.96,  37.28,
-29.55,  102.89,-28.81,  99.88,-28.09,  96.87,-27.43,  93.87,-26.89,  90.88,-26.49,  87.90,-26.24,  84.92,-26.12,  81.95,-26.05,  78.99,-25.97,  76.03,-25.82,  73.07,-25.58,  70.11,-25.27,  67.16,-24.93,  64.24,-24.59,  61.36,-24.25,  58.49,-23.90,  55.63,-23.44,  52.72,-22.79,  49.76,-21.85,  46.76,-20.59,  43.79,-19.11,  40.94,-17.56,  38.17,
-29.45,  103.44,-28.75,  100.43,-28.06,  97.42,-27.42,  94.43,-26.89,  91.44,-26.50,  88.47,-26.26,  85.51,-26.15,  82.56,-26.10,  79.61,-26.05,  76.67,-25.94,  73.72,-25.74,  70.77,-25.45,  67.83,-25.11,  64.93,-24.76,  62.06,-24.41,  59.22,-24.05,  56.37,-23.60,  53.47,-22.99,  50.52,-22.10,  47.52,-20.88,  44.55,-19.42,  41.70,-17.87,  38.97,
-28.99,  103.44,-28.30,  100.47,-27.64,  97.50,-27.02,  94.54,-26.50,  91.59,-26.12,  88.64,-25.90,  85.71,-25.80,  82.78,-25.77,  79.88,-25.75,  76.97,-25.68,  74.06,-25.51,  71.14,-25.26,  68.22,-24.96,  65.33,-24.64,  62.48,-24.32,  59.65,-23.99,  56.81,-23.58,  53.93,-23.01,  50.99,-22.19,  47.99,-21.03,  45.01,-19.61,  42.16,-18.09,  39.44,
-28.05,  103.00,-27.38,  100.11,-26.74,  97.22,-26.14,  94.33,-25.65,  91.43,-25.29,  88.53,-25.07,  85.64,-24.99,  82.76,-24.98,  79.92,-24.98,  77.08,-24.94,  74.24,-24.81,  71.39,-24.61,  68.53,-24.35,  65.67,-24.08,  62.84,-23.82,  60.02,-23.54,  57.20,-23.21,  54.33,-22.72,  51.41,-21.99,  48.42,-20.94,  45.44,-19.60,  42.57,-18.14,  39.84,
-26.74,  102.81,-26.09,  99.99,-25.46,  97.16,-24.88,  94.32,-24.40,  91.44,-24.05,  88.56,-23.85,  85.67,-23.77,  82.83,-23.77,  80.02,-23.79,  77.25,-23.77,  74.49,-23.67,  71.72,-23.50,  68.92,-23.28,  66.10,-23.05,  63.28,-22.84,  60.47,-22.63,  57.66,-22.37,  54.82,-21.99,  51.94,-21.38,  48.99,-20.47,  46.03,-19.24,  43.15,-17.87,  40.42,
-25.89,  103.03,-25.22,  100.24,-24.56,  97.44,-23.96,  94.60,-23.45,  91.73,-23.07,  88.83,-22.83,  85.93,-22.72,  83.07,-22.70,  80.27,-22.70,  77.54,-22.66,  74.83,-22.56,  72.11,-22.39,  69.36,-22.17,  66.58,-21.94,  63.78,-21.73,  60.98,-21.54,  58.18,-21.31,  55.37,-20.99,  52.53,-20.47,  49.66,-19.67,  46.77,-18.55,  43.95,-17.24,  41.24,
-25.72,  103.13,-25.01,  100.37,-24.33,  97.60,-23.69,  94.78,-23.14,  91.92,-22.71,  89.02,-22.43,  86.12,-22.28,  83.26,-22.21,  80.47,-22.16,  77.75,-22.09,  75.06,-21.95,  72.37,-21.74,  69.66,-21.48,  66.89,-21.21,  64.11,-20.96,  61.31,-20.73,  58.52,-20.48,  55.74,-20.15,  52.95,-19.64,  50.14,-18.87,  47.34,-17.79,  44.59,-16.48,  41.95,
-26.00,  103.18,-25.26,  100.42,-24.54,  97.64,-23.87,  94.83,-23.28,  91.96,-22.82,  89.05,-22.50,  86.14,-22.31,  83.27,-22.20,  80.47,-22.12,  77.73,-22.00,  75.02,-21.82,  72.32,-21.56,  69.59,-21.25,  66.81,-20.93,  64.00,-20.63,  61.20,-20.34,  58.40,-20.03,  55.62,-19.62,  52.85,-19.05,  50.09,-18.22,  47.36,-17.08,  44.70,-15.70,  42.12,
-26.39,  103.35,-25.63,  100.56,-24.89,  97.75,-24.20,  94.91,-23.59,  92.01,-23.10,  89.08,-22.76,  86.15,-22.55,  83.24,-22.42,  80.40,-22.31,  77.62,-22.16,  74.87,-21.94,  72.12,-21.64,  69.34,-21.28,  66.52,-20.90,  63.67,-20.55,  60.82,-20.19,  57.98,-19.80,  55.17,-19.30,  52.38,-18.61,  49.62,-17.65,  46.92,-16.39,  44.30,-14.89,  41.76,
-26.81,  103.36,-26.05,  100.54,-25.30,  97.70,-24.60,  94.83,-23.98,  91.92,-23.49,  88.97,-23.15,  86.01,-22.93,  83.08,-22.80,  80.21,-22.67,  77.39,-22.49,  74.59,-22.23,  71.79,-21.88,  68.96,-21.48,  66.09,-21.06,  63.19,-20.66,  60.29,-20.27,  57.40,-19.81,  54.54,-19.22,  51.70,-18.42,  48.91,-17.33,  46.19,-15.94,  43.58,-14.33,  41.04,
-27.22,  103.08,-26.47,  100.22,-25.74,  97.36,-25.06,  94.47,-24.47,  91.53,-24.01,  88.57,-23.71,  85.60,-23.53,  82.65,-23.40,  79.75,-23.28,  76.88,-23.08,  74.03,-22.79,  71.18,-22.41,  68.30,-21.98,  65.39,-21.55,  62.46,-21.12,  59.53,-20.69,  56.61,-20.17,  53.70,-19.49,  50.82,-18.57,  48.00,-17.35,  45.27,-15.85,  42.65,-14.16,  40.13,
-27.62,  102.52,-26.89,  99.64,-26.19,  96.74,-25.55,  93.82,-25.02,  90.87,-24.63,  87.89,-24.38,  84.91,-24.25,  81.95,-24.16,  79.02,-24.03,  76.10,-23.82,  73.19,-23.49,  70.28,-23.07,  67.35,-22.60,  64.41,-22.13,  61.45,-21.66,  58.49,-21.15,  55.54,-20.54,  52.60,-19.73,  49.70,-18.67,  46.87,-17.31,  44.15,-15.69,  41.56,-13.92,  39.07,
-27.99,  101.78,-27.26,  98.88,-26.57,  95.97,-25.95,  93.03,-25.45,  90.07,-25.10,  87.08,-24.90,  84.09,-24.79,  81.11,-24.69,  78.14,-24.53,  75.18,-24.26,  72.22,-23.88,  69.27,-23.41,  66.31,-22.89,  63.35,-22.37,  60.38,-21.83,  57.41,-21.24,  54.45,-20.52,  51.51,-19.58,  48.61,-18.36,  45.81,-16.88,  43.13,-15.17,  40.59,-13.35,  38.14,
-28.21,  101.18,-27.45,  98.26,-26.74,  95.33,-26.10,  92.37,-25.61,  89.39,-25.28,  86.39,-25.08,  83.38,-24.95,  80.36,-24.82,  77.36,-24.62,  74.36,-24.31,  71.37,-23.88,  68.39,-23.36,  65.41,-22.82,  62.42,-22.27,  59.44,-21.70,  56.46,-21.04,  53.50,-20.22,  50.57,-19.17,  47.70,-17.84,  44.95,-16.25,  42.33,-14.47,  39.84,-12.60,  37.42,
-28.30,  100.75,-27.52,  97.81,-26.79,  94.85,-26.15,  91.88,-25.67,  88.87,-25.34,  85.84,-25.15,  82.81,-25.01,  79.77,-24.86,  76.74,-24.62,  73.72,-24.26,  70.71,-23.80,  67.71,-23.26,  64.71,-22.69,  61.72,-22.12,  58.73,-21.52,  55.74,-20.82,  52.79,-19.93,  49.88,-18.79,  47.04,-17.38,  44.34,-15.73,  41.77,-13.90,  39.31,-12.00,  36.91,
-28.44,  100.23,-27.65,  97.28,-26.92,  94.32,-26.30,  91.34,-25.83,  88.33,-25.53,  85.30,-25.35,  82.26,-25.20,  79.21,-25.02,  76.17,-24.74,  73.14,-24.35,  70.12,-23.84,  67.11,-23.26,  64.12,-22.67,  61.12,-22.06,  58.13,-21.42,  55.16,-20.66,  52.22,-19.70,  49.33,-18.47,  46.54,-16.98,  43.89,-15.27,  41.37,-13.40,  38.96,-11.46,  36.60,
-28.65,  99.56,-27.87,  96.62,-27.14,  93.67,-26.54,  90.71,-26.10,  87.72,-25.81,  84.71,-25.62,  81.68,-25.46,  78.63,-25.25,  75.58,-24.92,  72.54,-24.47,  69.52,-23.92,  66.51,-23.31,  63.52,-22.68,  60.52,-22.04,  57.53,-21.34,  54.56,-20.51,  51.63,-19.47,  48.77,-18.16,  46.02,-16.59,  43.41,-14.81,  40.94,-12.90,  38.56,-10.93,  36.23,
-29.01,  98.96,-28.20,  96.02,-27.45,  93.09,-26.84,  90.14,-26.38,  87.16,-26.07,  84.15,-25.85,  81.12,-25.65,  78.06,-25.38,  75.00,-24.99,  71.95,-24.48,  68.91,-23.88,  65.90,-23.24,  62.90,-22.58,  59.90,-21.90,  56.90,-21.14,  53.93,-20.24,  51.01,-19.12,  48.17,-17.74,  45.45,-16.10,  42.88,-14.26,  40.45,-12.31,  38.09,-10.31,  35.76,
-29.28,  98.47,-28.45,  95.52,-27.69,  92.57,-27.05,  89.61,-26.58,  86.62,-26.25,  83.60,-26.00,  80.55,-25.76,  77.47,-25.44,  74.38,-24.99,  71.31,-24.43,  68.27,-23.79,  65.24,-23.12,  62.23,-22.44,  59.22,-21.72,  56.23,-20.91,  53.26,-19.95,  50.35,-18.76,  47.55,-17.31,  44.87,-15.61,  42.35,-13.73,  39.95,-11.76,  37.62,-9.76,  35.29,
-29.40,  98.19,-28.56,  95.20,-27.80,  92.21,-27.17,  89.20,-26.69,  86.17,-26.36,  83.11,-26.10,  80.02,-25.83,  76.89,-25.47,  73.77,-24.98,  70.67,-24.38,  67.60,-23.71,  64.56,-23.02,  61.53,-22.31,  58.51,-21.56,  55.51,-20.69,  52.56,-19.66,  49.67,-18.40,  46.90,-16.88,  44.28,-15.12,  41.81,-13.21,  39.45,-11.23,  37.14,-9.22,  34.84,
-29.48,  97.97,-28.67,  94.94,-27.91,  91.91,-27.29,  88.86,-26.81,  85.79,-26.46,  82.69,-26.19,  79.56,-25.90,  76.40,-25.50,  73.24,-24.98,  70.10,-24.34,  67.01,-23.64,  63.95,-22.94,  60.90,-22.21,  57.87,-21.41,  54.87,-20.50,  51.92,-19.40,  49.06,-18.07,  46.33,-16.49,  43.75,-14.69,  41.32,-12.75,  39.00,-10.75,  36.71,-8.73,  34.43,
-29.72,  97.77,-28.92,  94.70,-28.17,  91.64,-27.54,  88.56,-27.04,  85.47,-26.67,  82.33,-26.38,  79.16,-26.05,  75.96,-25.62,  72.77,-25.04,  69.60,-24.37,  66.48,-23.64,  63.39,-22.91,  60.33,-22.15,  57.29,-21.31,  54.29,-20.34,  51.34,-19.18,  48.50,-17.79,  45.79,-16.14,  43.25,-14.30,  40.86,-12.33,  38.56,-10.32,  36.29,-8.29,  34.02,
-30.14,  97.56,-29.33,  94.47,-28.57,  91.39,-27.91,  88.29,-27.38,  85.17,-26.98,  82.01,-26.65,  78.81,-26.27,  75.57,-25.78,  72.33,-25.15,  69.12,-24.42,  65.98,-23.66,  62.87,-22.89,  59.79,-22.09,  56.74,-21.21,  53.72,-20.19,  50.78,-18.96,  47.95,-17.50,  45.27,-15.80,  42.75,-13.92,  40.38,-11.93,  38.09,-9.90,  35.82,-7.87,  33.55,
-30.56,  97.35,-29.74,  94.24,-28.96,  91.14,-28.27,  88.03,-27.70,  84.89,-27.26,  81.71,-26.88,  78.48,-26.45,  75.20,-25.90,  71.93,-25.22,  68.70,-24.44,  65.53,-23.64,  62.41,-22.84,  59.31,-22.01,  56.24,-21.10,  53.22,-20.03,  50.27,-18.74,  47.45,-17.22,  44.78,-15.48,  42.27,-13.57,  39.91,-11.56,  37.61,-9.53,  35.34,-7.49,  33.06,
-30.95,  97.11,-30.11,  94.01,-29.31,  90.90,-28.59,  87.78,-27.99,  84.64,-27.51,  81.45,-27.08,  78.20,-26.61,  74.91,-26.01,  71.62,-25.28,  68.37,-24.47,  65.18,-23.64,  62.04,-22.82,  58.93,-21.96,  55.85,-21.01,  52.81,-19.90,  49.86,-18.56,  47.03,-16.98,  44.37,-15.20,  41.86,-13.25,  39.48,-11.23,  37.17,-9.17,  34.89,-7.12,  32.60,
